Unnamed: 0,ingredient,name_unit,unit_kg,simple_ingredient
2538,confiture de figues,càs,0.015,confiture de figues
2551,sauce soja sucrée,càs,0.015,sauce soja sucrée
2560,speculoos,g,0.001,speculoos
2563,lait concentré sucré,g,0.001,lait concentré sucré
2568,huile de tournesol,ml,0.001,huile de tournesol
2590,huile aromatisée à la truffe,càs,0.015,huile aromatisée à la truffe
2596,fromage blanc,g,0.001,fromage blanc
2598,speculoos,unitaire,0.0115,speculoos
2614,marron glacé,unitaire,0.0125,marron glacé
2615,meringue,g,0.001,meringue
2642,ravioli (ricotta-épinards),g,0.001,ravioli
2670,kiwi vert,unitaire,0.0997067448680351,kiwi vert
2671,clémentine,unitaire,0.0446428571428571,clémentine
2672,endives,g,0.001,endives
2685,crozets,g,0.001,crozets
2700,maquereau fumé,unitaire,0.125,maquereau fumé
2758,chou de bruxelles,g,0.001,chou de bruxelles
2774,jus d'orange,cl,0.01,jus d'orange
2798,porc (filet mignon),unitaire,0.65,porc
2801,poulet (aiguillette),unitaire,0.175,poulet
2803,wasabi,càc,0.005,wasabi
2806,chapelure,g,0.001,chapelure
2815,ravioli (au gorgonzola),g,0.001,ravioli
2823,beaufort,g,0.001,beaufort
2825,ananas au sirop (tranches),tran.,0.025,ananas au sirop
2846,vinaigre de xérès,càs,0.015,vinaigre de xérès
2893,vodka,càs,0.015,vodka
2897,pomme dauphine,g,0.001,pomme dauphine
2906,haricot plat (frais),g,0.001,haricot plat
2915,pomme noisette,g,0.001,pomme noisette
2923,thon au citron,g,0.001,thon au citron
2936,panais,g,0.001,panais
2956,nem (porc),unitaire,0.05,nem
2974,cannelle (en poudre),pinc.,0.0005,cannelle
2981,pois cassés,g,0.001,pois cassés
2988,aïoli,g,0.001,aïoli
2993,artichaut (gros),unitaire,0.1290322580645161,artichaut
3003,pistaches (émondées),g,0.001,pistaches
3013,fécule de pommes de terre,g,0.001,fécule de pommes de terre
3015,corn flakes,g,0.001,corn flakes
3016,échalote,g,0.001,échalote
3020,thym (branches),pinc.,0.0005,thym
3084,poivron vert,g,0.001,poivron vert
3115,asperges vertes (fraîches),bou.,0.04,asperges vertes
3132,petit suisse,unitaire,0.08,petit suisse
3133,mascarpone,g,0.001,mascarpone
3134,artichaut (petit),g,0.001,artichaut
3147,rhubarbe,g,0.001,rhubarbe
3156,merguez,unitaire,0.075,merguez
3161,fenouil,g,0.001,fenouil
3167,piment (doux),pinc.,0.0005,piment
3184,mozzarella (boule),g,0.001,mozzarella
3201,sardine (boîte),g,0.001,sardine
3231,poivron rouge,g,0.001,poivron rouge
3264,anchois,g,0.001,anchois
3341,orange,g,0.001,orange
3345,figue séchée,g,0.001,figue séchée
3372,abricot (frais),unitaire,0.048076923076923,abricot
3425,biscuit cuiller,unitaire,0.0085,biscuit cuiller
3426,café,càc,0.005,café
3427,amaretto,càs,0.015,amaretto
3445,sauce pesto,g,0.001,sauce pesto
3457,tapenade (noire),g,0.001,tapenade
3463,chorizo (tranches),tran.,0.02,chorizo
3533,câpres,g,0.001,câpres
3535,nouilles chinoises (aux œufs),g,0.001,nouilles chinoises
3582,mélange épices mexicaines,pinc.,0.0005,mélange épices mexicaines
3591,boisson végétale,cl,0.01,boisson végétale
3597,yaourt végétal (coco),g,0.001,yaourt végétal
3600,riz (complet),g,0.001,riz
3605,yaourt végétal (coco),càs,0.015,yaourt végétal
3613,émincé végétal,g,0.001,émincé végétal
3640,demi-baguette (précuite),unitaire,0.25,demi-baguette
3648,prune,g,0.001,prune
3656,crevette (crue),g,0.001,crevette
3666,"coquillettes, courgettes, tomates, thym",g,0.001,"coquillettes, courgettes, tomates, thym"
3683,huile de sésame,càs,0.015,huile de sésame
3684,sauce soja salée,càc,0.005,sauce soja salée
3687,figue,g,0.001,figue
3700,mimolette,g,0.001,mimolette
3735,tomate (concentré),càc,0.005,tomate
3737,curcuma (poudre),pinc.,0.0005,curcuma
3742,sauce soja sucrée,càc,0.005,sauce soja sucrée
3768,raisin (noir),g,0.001,raisin
3818,huile de sésame,càc,0.005,huile de sésame
3827,confiture de myrtilles,càc,0.005,confiture de myrtilles
3839,pâte à tartiner,càc,0.005,pâte à tartiner
3859,épices orientales,càc,0.005,épices orientales
3861,sucre glace,g,0.001,sucre glace
3880,mélange pour pâtes,càc,0.005,mélange pour pâtes
3933,céleri-rave,g,0.001,céleri-rave
3936,chips de légumes,g,0.001,chips de légumes
4020,poudre de noisette,g,0.001,poudre de noisette
4047,crêpes,unitaire,0.05,crêpes
4051,grand marnier,cl,0.01,grand marnier
4052,chou frisé (pièce),g,0.001,chou frisé
4100,huile de colza,cl,0.01,huile de colza
4101,cacao (en poudre),g,0.001,cacao
4143,bœuf (rôti),g,0.001,boeuf
4153,grand marnier,ml,0.001,grand marnier
4185,mont d'or,g,0.001,mont d'or
4200,bœuf (onglet),g,0.001,boeuf
4204,vin rouge,cl,0.01,vin rouge
4232,ratatouille,g,0.001,ratatouille
4261,bœuf (paleron),g,0.001,boeuf
4267,os à moelle,g,0.001,os à moelle
4321,farine de blé,càc,0.005,farine de blé
4322,veau (blanquette),g,0.001,veau
4330,pommes de terre rissolées,g,0.001,pommes de terre rissolées
4356,poisson pané,g,0.001,poisson pané
4358,nuggets,g,0.001,nuggets
4363,pomme de terre,kg,1.0,pomme de terre
4379,haricot vert (frais),kg,1.0,haricot vert
4403,nuggets végétal,g,0.001,nuggets végétal
4404,haricot vert (frais),cup,0.237,haricot vert
4405,pomme de terre,liv.,0.0909090909090909,pomme de terre
4407,beurre,càs,0.015,beurre
4419,épinards à la crème,g,0.001,épinards à la crème
4432,cabillaud (frais),g,0.001,cabillaud
4446,café caramel (dose),unitaire,0.006,café caramel
4447,caramel (liquide),càc,0.005,caramel
4466,selles-sur-cher,unitaire,0.175,selles-sur-cher
4473,rillettes,g,0.001,rillettes
4476,coppa,tran.,0.025,coppa
4571,cidre,cl,0.01,cidre
4585,canard (magret séché),g,0.001,canard
4609,pâte à tartiner,g,0.001,pâte à tartiner
4640,steak végétal,unitaire,0.11,steak végétal
4643,ketchup,càs,0.015,ketchup
4711,maïs (épi),unitaire,0.125,maïs
4744,pain burger (brasserie),unitaire,0.16,pain burger
4764,fromage frais,càs,0.015,fromage frais
4793,gélatine,unitaire,0.0015,gélatine
4804,vinaigre de vin rouge,cl,0.01,vinaigre de vin rouge
4810,pâtes (penne),g,0.001,pâtes
4835,asperge blanche (fraîche),g,0.001,asperge blanche
4853,herbes de provence,càc,0.005,herbes de provence
4879,vinaigre de cidre,cl,0.01,vinaigre de cidre
4881,betterave (cuite),unitaire,0.175,betterave
4884,lait,l,1.0,lait
4888,maïzena,càs,0.015,maïzena
4902,patate douce,unitaire,0.2,patate douce
4942,bœuf (rumsteck),g,0.001,boeuf
4946,maïzena,g,0.001,maïzena
4949,sauce nuoc-mâm,càs,0.015,sauce nuoc-mâm
4950,artichaut (petit),unitaire,0.125,artichaut
4951,citron confit,g,0.001,citron confit
4958,tequila,cl,0.01,tequila
4959,cointreau,cl,0.01,cointreau
4961,gin,cl,0.01,gin
4962,tonic,cl,0.01,tonic
4971,ricotta,càc,0.005,ricotta
4972,mascarpone,càc,0.005,mascarpone
4974,limonade,cl,0.01,limonade
